impression_id,user_id,ad_id,campaign_id,impression_time,device_type
IMP-048980,FNP-U09606,AD-007,CMP-002,2026-01-03 09:18:47,Mobile
IMP-034603,FNP-U03597,AD-002,CMP-001,2026-03-10 13:00:25,Mobile
IMP-153244,FNP-U07959,AD-001,CMP-001,2026-03-14 21:38:38,Mobile
IMP-027730,FNP-U03512,AD-017,CMP-005,2026-01-29 06:36:09,Desktop
IMP-139007,FNP-U05648,AD-011,CMP-003,2026-03-24 18:16:52,Mobile
IMP-185194,FNP-U00374,AD-013,CMP-004,2026-02-04 13:59:38,Mobile
IMP-155069,FNP-U02370,AD-009,CMP-003,2026-03-17 00:09:41,Mobile
IMP-095834,FNP-U04658,AD-010,CMP-003,2026-02-18 09:00:56,Desktop
IMP-005922,FNP-U00301,AD-008,CMP-002,2026-02-20 06:22:43,Desktop
IMP-037911,FNP-U00320,AD-002,CMP-001,2026-03-11 09:41:01,Mobile
IMP-064771,FNP-U09626,AD-006,CMP-002,2026-01-04 18:24:03,Desktop
IMP-060613,FNP-U07119,AD-005,CMP-002,2026-02-15 06:08:28,Mobile
IMP-135209,FNP-U05365,AD-010,CMP-003,2026-03-29 13:43:51,Desktop
IMP-002607,FNP-U08953,AD-008,CMP-002,2026-03-24 09:31:01,Mobile
IMP-067490,FNP-U00910,AD-012,CMP-003,2026-02-11 18:07:54,Mobile
IMP-003227,FNP-U00165,AD-015,CMP-004,2026-02-08 06:25:48,Mobile
IMP-074360,FNP-U02621,AD-022,CMP-006,2026-02-12 06:30:27,Mobile
IMP-179154,FNP-U08510,AD-020,CMP-005,2026-02-21 09:32:33,Mobile
IMP-019789,FNP-U05429,AD-014,CMP-004,2026-02-23 09:18:23,Mobile
IMP-197241,FNP-U00531,AD-019,CMP-005,2026-01-11 13:27:56,Tablet
IMP-053418,FNP-U03963,AD-010,CMP-003,2026-02-25 06:09:23,Desktop
IMP-011212,FNP-U05871,AD-017,CMP-005,2026-02-05 18:04:58,Mobile
IMP-111508,FNP-U02943,AD-008,CMP-002,2026-03-06 18:06:42,Mobile
IMP-131181,FNP-U00059,AD-023,CMP-006,2026-01-11 18:24:19,Mobile
IMP-163759,FNP-U01275,AD-018,CMP-005,2026-03-14 06:21:27,Desktop
IMP-121091,FNP-U09518,AD-018,CMP-005,2026-02-27 09:53:46,Mobile
IMP-138282,FNP-U09448,AD-018,CMP-005,2026-01-05 13:59:04,Mobile
IMP-012739,FNP-U00723,AD-010,CMP-003,2026-02-21 13:58:09,Mobile
IMP-041254,FNP-U01604,AD-014,CMP-004,2026-01-21 21:22:12,Mobile
IMP-001680,FNP-U01739,AD-003,CMP-001,2026-02-16 06:30:30,Desktop
IMP-037412,FNP-U05170,AD-013,CMP-004,2026-01-17 18:07:25,Mobile
IMP-017697,FNP-U00786,AD-003,CMP-001,2026-02-25 00:09:07,Mobile
IMP-033807,FNP-U09158,AD-013,CMP-004,2026-02-13 18:17:34,Tablet
IMP-028835,FNP-U01890,AD-024,CMP-006,2026-01-16 09:16:27,Mobile
IMP-017443,FNP-U09123,AD-013,CMP-004,2026-02-19 09:07:29,Mobile
IMP-054712,FNP-U08993,AD-002,CMP-001,2026-01-12 09:47:31,Desktop
IMP-064072,FNP-U09103,AD-004,CMP-001,2026-03-04 13:46:53,Tablet
IMP-024373,FNP-U09820,AD-008,CMP-002,2026-01-23 13:14:25,Mobile
IMP-006716,FNP-U08078,AD-017,CMP-005,2026-03-21 00:08:28,Mobile
IMP-127261,FNP-U00772,AD-016,CMP-004,2026-03-13 13:59:16,Mobile
IMP-040183,FNP-U08741,AD-011,CMP-003,2026-01-01 09:06:29,Mobile
IMP-187702,FNP-U05477,AD-010,CMP-003,2026-03-24 18:33:31,Desktop
IMP-145488,FNP-U08515,AD-016,CMP-004,2026-03-14 13:03:58,Mobile
IMP-117645,FNP-U00843,AD-018,CMP-005,2026-01-04 18:04:18,Mobile
IMP-049721,FNP-U00956,AD-004,CMP-001,2026-01-06 09:57:43,Mobile
IMP-177488,FNP-U08712,AD-004,CMP-001,2026-03-17 13:12:43,Mobile
IMP-157841,FNP-U02930,AD-018,CMP-005,2026-01-21 13:01:44,Mobile
IMP-023364,FNP-U03875,AD-010,CMP-003,2026-03-24 13:26:47,Mobile
IMP-181919,FNP-U00633,AD-001,CMP-001,2026-01-26 09:56:35,Mobile
IMP-131706,FNP-U02942,AD-023,CMP-006,2026-01-25 09:07:42,Mobile
IMP-171055,FNP-U01586,AD-014,CMP-004,2026-01-05 21:40:16,Mobile
IMP-080385,FNP-U05383,AD-006,CMP-002,2026-03-20 09:38:10,Mobile
IMP-122771,FNP-U07542,AD-006,CMP-002,2026-02-18 09:14:57,Mobile
IMP-159410,FNP-U01323,AD-020,CMP-005,2026-03-07 06:58:07,Mobile
IMP-196897,FNP-U06007,AD-013,CMP-004,2026-02-25 09:14:15,Desktop
IMP-067745,FNP-U02202,AD-002,CMP-001,2026-03-11 13:04:09,Mobile
IMP-110240,FNP-U00079,AD-013,CMP-004,2026-02-03 13:16:19,Desktop
IMP-167169,FNP-U06301,AD-018,CMP-005,2026-02-09 00:22:32,Mobile
IMP-152173,FNP-U01258,AD-005,CMP-002,2026-01-28 18:01:47,Mobile
IMP-152714,FNP-U00330,AD-004,CMP-001,2026-01-12 06:37:04,Mobile
IMP-128483,FNP-U07556,AD-021,CMP-006,2026-03-18 13:28:06,Desktop
IMP-069201,FNP-U01847,AD-017,CMP-005,2026-01-03 09:17:16,Desktop
IMP-148010,FNP-U01142,AD-011,CMP-003,2026-02-28 21:22:08,Desktop
IMP-015871,FNP-U03566,AD-018,CMP-005,2026-02-03 18:03:18,Tablet
IMP-058494,FNP-U05271,AD-006,CMP-002,2026-01-04 09:04:43,Desktop
IMP-140936,FNP-U05929,AD-008,CMP-002,2026-03-10 06:31:48,Mobile
IMP-156427,FNP-U09440,AD-013,CMP-004,2026-03-05 06:11:28,Mobile
IMP-017785,FNP-U00138,AD-005,CMP-002,2026-03-06 21:11:49,Mobile
IMP-085618,FNP-U01124,AD-003,CMP-001,2026-01-30 09:34:01,Desktop
IMP-079047,FNP-U08290,AD-008,CMP-002,2026-03-13 13:59:21,Mobile
IMP-077376,FNP-U04136,AD-013,CMP-004,2026-03-31 00:10:18,Desktop
IMP-185418,FNP-U07927,AD-010,CMP-003,2026-03-16 18:39:02,Mobile
IMP-080122,FNP-U07759,AD-009,CMP-003,2026-01-16 13:20:15,Mobile
IMP-050936,FNP-U00333,AD-009,CMP-003,2026-03-29 06:38:00,Mobile
IMP-158232,FNP-U02898,AD-017,CMP-005,2026-02-14 06:10:54,Mobile
IMP-106242,FNP-U07608,AD-009,CMP-003,2026-01-30 13:46:14,Desktop
IMP-011470,FNP-U07354,AD-018,CMP-005,2026-02-20 09:35:29,Tablet
IMP-051085,FNP-U05241,AD-006,CMP-002,2026-01-05 18:37:23,Mobile
IMP-190752,FNP-U05371,AD-014,CMP-004,2026-01-20 09:12:11,Mobile
IMP-078681,FNP-U00539,AD-008,CMP-002,2026-01-22 06:44:49,Mobile
IMP-040562,FNP-U01166,AD-018,CMP-005,2026-03-20 13:34:49,Mobile
IMP-127059,FNP-U09850,AD-017,CMP-005,2026-02-19 13:20:02,Mobile
IMP-044068,FNP-U03508,AD-013,CMP-004,2026-01-09 09:04:13,Desktop
IMP-198384,FNP-U08699,AD-002,CMP-001,2026-03-14 09:03:56,Mobile
IMP-077454,FNP-U00447,AD-011,CMP-003,2026-01-20 09:45:02,Mobile
IMP-001976,FNP-U09958,AD-006,CMP-002,2026-02-04 18:59:11,Desktop
IMP-148874,FNP-U05220,AD-015,CMP-004,2026-01-10 21:53:21,Mobile
IMP-109779,FNP-U01294,AD-007,CMP-002,2026-01-15 09:00:15,Desktop
IMP-185269,FNP-U07135,AD-005,CMP-002,2026-02-09 18:09:54,Tablet
IMP-114052,FNP-U06950,AD-021,CMP-006,2026-01-21 21:37:58,Desktop
IMP-159604,FNP-U09450,AD-015,CMP-004,2026-02-23 18:22:54,Mobile
IMP-113881,FNP-U00219,AD-015,CMP-004,2026-03-29 18:38:55,Mobile
IMP-168144,FNP-U08155,AD-012,CMP-003,2026-03-06 13:11:11,Mobile
IMP-199197,FNP-U08821,AD-004,CMP-001,2026-01-29 18:43:02,Mobile
IMP-034278,FNP-U05580,AD-010,CMP-003,2026-03-15 09:26:15,Mobile
IMP-092003,FNP-U01741,AD-001,CMP-001,2026-03-09 18:34:19,Mobile
IMP-179324,FNP-U01727,AD-004,CMP-001,2026-02-26 13:49:07,Mobile
IMP-076765,FNP-U06503,AD-017,CMP-005,2026-01-17 09:08:21,Tablet
IMP-098923,FNP-U09861,AD-002,CMP-001,2026-02-05 09:38:53,Desktop
IMP-113771,FNP-U05857,AD-020,CMP-005,2026-01-16 18:47:14,Mobile
IMP-025115,FNP-U05922,AD-004,CMP-001,2026-01-12 21:41:16,Mobile
IMP-179756,FNP-U07018,AD-004,CMP-001,2026-01-09 21:23:30,Mobile
IMP-104078,FNP-U06128,AD-015,CMP-004,2026-02-02 18:03:15,Mobile
IMP-171317,FNP-U01143,AD-004,CMP-001,2026-02-21 09:26:40,Mobile
IMP-023191,FNP-U02222,AD-008,CMP-002,2026-01-10 09:38:21,Mobile
IMP-049263,FNP-U01084,AD-013,CMP-004,2026-01-06 09:42:36,Mobile
IMP-052474,FNP-U05165,AD-014,CMP-004,2026-03-07 18:56:45,Desktop
IMP-049767,FNP-U02579,AD-001,CMP-001,2026-01-27 13:33:53,Mobile
IMP-185514,FNP-U09766,AD-014,CMP-004,2026-02-25 18:38:56,Mobile
IMP-025637,FNP-U07549,AD-017,CMP-005,2026-01-04 09:21:29,Mobile
IMP-142213,FNP-U05691,AD-001,CMP-001,2026-02-26 18:45:45,Desktop
IMP-023717,FNP-U01827,AD-008,CMP-002,2026-01-30 06:51:24,Desktop
IMP-096204,FNP-U09031,AD-006,CMP-002,2026-01-11 18:16:26,Desktop
IMP-093821,FNP-U00289,AD-013,CMP-004,2026-01-09 21:20:24,Mobile
IMP-141340,FNP-U04494,AD-022,CMP-006,2026-03-21 09:28:00,Mobile
IMP-127073,FNP-U05358,AD-004,CMP-001,2026-01-02 09:12:39,Desktop
IMP-027857,FNP-U06862,AD-017,CMP-005,2026-01-03 13:39:41,Mobile
IMP-176345,FNP-U04081,AD-008,CMP-002,2026-03-20 09:25:48,Mobile
IMP-168922,FNP-U03298,AD-006,CMP-002,2026-01-02 13:19:36,Mobile
IMP-043296,FNP-U05627,AD-004,CMP-001,2026-02-02 18:31:39,Mobile
IMP-045660,FNP-U00497,AD-013,CMP-004,2026-01-11 21:42:00,Desktop
IMP-170580,FNP-U04407,AD-013,CMP-004,2026-03-16 13:22:19,Mobile
IMP-142726,FNP-U03577,AD-010,CMP-003,2026-02-27 21:04:52,Mobile
IMP-103100,FNP-U03266,AD-006,CMP-002,2026-02-03 21:07:07,Mobile
IMP-054243,FNP-U04148,AD-006,CMP-002,2026-01-06 13:50:31,Desktop
IMP-137078,FNP-U00510,AD-017,CMP-005,2026-01-03 13:12:41,Mobile
IMP-133860,FNP-U09161,AD-002,CMP-001,2026-01-01 13:29:34,Desktop
IMP-036093,FNP-U00077,AD-006,CMP-002,2026-02-01 18:52:19,Mobile
IMP-167614,FNP-U06074,AD-006,CMP-002,2026-02-02 18:19:40,Mobile
IMP-095198,FNP-U08762,AD-003,CMP-001,2026-01-23 09:34:07,Desktop
IMP-060018,FNP-U09313,AD-001,CMP-001,2026-03-09 13:27:28,Mobile
IMP-196620,FNP-U02111,AD-001,CMP-001,2026-01-06 13:57:57,Desktop
IMP-164762,FNP-U00429,AD-020,CMP-005,2026-02-02 09:22:45,Mobile
IMP-188070,FNP-U06998,AD-008,CMP-002,2026-03-05 18:00:01,Mobile
IMP-047575,FNP-U09880,AD-004,CMP-001,2026-02-10 18:27:55,Mobile
IMP-036740,FNP-U06127,AD-014,CMP-004,2026-02-22 13:13:19,Mobile
IMP-064833,FNP-U00744,AD-007,CMP-002,2026-03-05 09:30:45,Desktop
IMP-014115,FNP-U00752,AD-013,CMP-004,2026-01-19 09:44:53,Mobile
IMP-122785,FNP-U08954,AD-008,CMP-002,2026-01-19 06:52:59,Mobile
IMP-160534,FNP-U09502,AD-011,CMP-003,2026-01-31 00:54:14,Mobile
IMP-110513,FNP-U05746,AD-011,CMP-003,2026-02-04 13:36:08,Desktop
IMP-009927,FNP-U03591,AD-021,CMP-006,2026-01-16 09:40:27,Mobile
IMP-134341,FNP-U07365,AD-012,CMP-003,2026-01-17 06:16:49,Mobile
IMP-036071,FNP-U09987,AD-002,CMP-001,2026-01-05 06:11:18,Desktop
IMP-054805,FNP-U01684,AD-013,CMP-004,2026-03-27 18:40:46,Mobile
IMP-123500,FNP-U09865,AD-003,CMP-001,2026-02-04 00:44:45,Mobile
IMP-080880,FNP-U00694,AD-017,CMP-005,2026-03-31 09:35:05,Desktop
IMP-054804,FNP-U01350,AD-002,CMP-001,2026-01-22 13:35:28,Mobile
IMP-016387,FNP-U09601,AD-005,CMP-002,2026-03-22 18:30:08,Mobile
IMP-096728,FNP-U08551,AD-001,CMP-001,2026-01-05 13:28:22,Mobile
IMP-166642,FNP-U08953,AD-006,CMP-002,2026-01-25 21:27:51,Desktop
IMP-164964,FNP-U02271,AD-004,CMP-001,2026-02-17 13:11:54,Mobile
IMP-034746,FNP-U03831,AD-008,CMP-002,2026-01-06 13:24:13,Mobile
IMP-123019,FNP-U02097,AD-008,CMP-002,2026-02-01 06:09:32,Tablet
IMP-046795,FNP-U02786,AD-017,CMP-005,2026-03-23 09:57:02,Desktop
IMP-110188,FNP-U07227,AD-010,CMP-003,2026-01-15 18:29:23,Mobile
IMP-003627,FNP-U07333,AD-013,CMP-004,2026-02-23 06:52:43,Tablet
IMP-032017,FNP-U06478,AD-017,CMP-005,2026-01-03 09:48:24,Desktop
IMP-089624,FNP-U06473,AD-009,CMP-003,2026-03-24 21:22:46,Mobile
IMP-032627,FNP-U01398,AD-017,CMP-005,2026-01-16 09:12:08,Mobile
IMP-146396,FNP-U01713,AD-008,CMP-002,2026-01-31 18:25:03,Mobile
IMP-082300,FNP-U03972,AD-005,CMP-002,2026-01-21 18:02:52,Mobile
IMP-033348,FNP-U01233,AD-017,CMP-005,2026-03-03 21:35:25,Mobile
IMP-118942,FNP-U04033,AD-011,CMP-003,2026-01-09 21:21:33,Mobile
IMP-138593,FNP-U00624,AD-015,CMP-004,2026-01-27 09:51:12,Desktop
IMP-083816,FNP-U02196,AD-013,CMP-004,2026-02-02 06:30:42,Mobile
IMP-122469,FNP-U01284,AD-021,CMP-006,2026-01-23 21:48:48,Mobile
IMP-073639,FNP-U08743,AD-010,CMP-003,2026-03-29 13:45:54,Mobile
IMP-066899,FNP-U07269,AD-012,CMP-003,2026-02-15 13:29:26,Tablet
IMP-121754,FNP-U07553,AD-022,CMP-006,2026-03-27 21:16:12,Mobile
IMP-126660,FNP-U09428,AD-017,CMP-005,2026-02-28 21:17:39,Mobile
IMP-177166,FNP-U03052,AD-014,CMP-004,2026-01-30 21:24:50,Desktop
IMP-013964,FNP-U03807,AD-008,CMP-002,2026-03-19 13:00:27,Mobile
IMP-064993,FNP-U00283,AD-021,CMP-006,2026-02-16 18:33:17,Mobile
IMP-178859,FNP-U02060,AD-015,CMP-004,2026-02-13 21:54:36,Mobile
IMP-191757,FNP-U01881,AD-006,CMP-002,2026-02-11 13:19:57,Desktop
IMP-199215,FNP-U05222,AD-007,CMP-002,2026-02-07 13:58:09,Mobile
IMP-183455,FNP-U01827,AD-017,CMP-005,2026-02-14 13:53:32,Mobile
IMP-115259,FNP-U05855,AD-010,CMP-003,2026-03-10 09:17:19,Desktop
IMP-081428,FNP-U05797,AD-009,CMP-003,2026-01-21 13:29:02,Mobile
IMP-149770,FNP-U06689,AD-021,CMP-006,2026-02-19 13:18:13,Desktop
IMP-076008,FNP-U01791,AD-008,CMP-002,2026-03-24 06:24:16,Mobile
IMP-169634,FNP-U01390,AD-018,CMP-005,2026-02-25 13:02:18,Mobile
IMP-134746,FNP-U07763,AD-012,CMP-003,2026-01-28 00:24:06,Mobile
IMP-031827,FNP-U01653,AD-008,CMP-002,2026-03-07 00:24:36,Mobile
IMP-024362,FNP-U05622,AD-006,CMP-002,2026-03-18 09:33:36,Desktop
IMP-091213,FNP-U03690,AD-015,CMP-004,2026-02-16 00:59:40,Desktop
IMP-154198,FNP-U00136,AD-004,CMP-001,2026-01-18 18:11:07,Mobile
IMP-041167,FNP-U00122,AD-008,CMP-002,2026-01-14 09:12:20,Mobile
IMP-150000,FNP-U01825,AD-002,CMP-001,2026-01-04 09:22:33,Mobile
IMP-071716,FNP-U03571,AD-002,CMP-001,2026-03-17 21:10:18,Desktop
IMP-076952,FNP-U07978,AD-017,CMP-005,2026-01-31 21:34:56,Tablet
IMP-082233,FNP-U05433,AD-021,CMP-006,2026-01-29 13:53:43,Mobile
IMP-143945,FNP-U08131,AD-003,CMP-001,2026-01-16 00:16:22,Mobile
IMP-099831,FNP-U09384,AD-008,CMP-002,2026-03-16 21:08:32,Mobile
IMP-095356,FNP-U04245,AD-004,CMP-001,2026-02-21 21:16:36,Mobile
IMP-139335,FNP-U00460,AD-008,CMP-002,2026-01-13 13:56:27,Mobile
IMP-033679,FNP-U06470,AD-013,CMP-004,2026-01-25 18:12:11,Mobile
IMP-148595,FNP-U08211,AD-006,CMP-002,2026-03-10 13:05:00,Mobile
IMP-166097,FNP-U04329,AD-021,CMP-006,2026-03-04 00:56:00,Mobile
IMP-069542,FNP-U02510,AD-009,CMP-003,2026-03-02 18:42:29,Mobile
IMP-089270,FNP-U08303,AD-019,CMP-005,2026-02-22 18:32:06,Mobile
IMP-082001,FNP-U01987,AD-001,CMP-001,2026-02-14 13:04:03,Desktop
IMP-089510,FNP-U09346,AD-014,CMP-004,2026-01-11 13:52:47,Mobile
IMP-051175,FNP-U07203,AD-001,CMP-001,2026-03-21 21:20:00,Mobile
IMP-108229,FNP-U00750,AD-010,CMP-003,2026-01-21 09:12:49,Mobile
IMP-189742,FNP-U00059,AD-009,CMP-003,2026-02-03 13:03:56,Mobile
IMP-123655,FNP-U09244,AD-005,CMP-002,2026-03-24 09:20:09,Desktop
IMP-002048,FNP-U06513,AD-015,CMP-004,2026-01-16 09:52:05,Mobile
IMP-193726,FNP-U07553,AD-019,CMP-005,2026-02-27 13:15:53,Mobile
IMP-155584,FNP-U00403,AD-007,CMP-002,2026-01-13 13:31:14,Desktop
IMP-029676,FNP-U00779,AD-021,CMP-006,2026-02-25 09:17:26,Desktop
IMP-107679,FNP-U05949,AD-001,CMP-001,2026-03-09 09:27:01,Mobile
IMP-077935,FNP-U01954,AD-010,CMP-003,2026-03-31 13:06:40,Desktop
IMP-160786,FNP-U04690,AD-013,CMP-004,2026-03-17 13:05:13,Mobile
IMP-158060,FNP-U07397,AD-014,CMP-004,2026-03-24 13:58:18,Mobile
IMP-001798,FNP-U01094,AD-006,CMP-002,2026-02-19 06:56:55,Desktop
IMP-013449,FNP-U05305,AD-014,CMP-004,2026-01-19 00:23:58,Mobile
IMP-113312,FNP-U03639,AD-016,CMP-004,2026-02-09 06:08:05,Mobile
IMP-104621,FNP-U02141,AD-020,CMP-005,2026-03-07 13:55:55,Tablet
IMP-138158,FNP-U08562,AD-012,CMP-003,2026-01-11 18:03:36,Mobile
IMP-136159,FNP-U01567,AD-005,CMP-002,2026-01-22 09:19:13,Mobile
IMP-105009,FNP-U00213,AD-022,CMP-006,2026-02-13 09:38:44,Desktop
IMP-186199,FNP-U08090,AD-004,CMP-001,2026-02-05 13:23:46,Mobile
IMP-048849,FNP-U00942,AD-021,CMP-006,2026-03-19 13:37:20,Mobile
IMP-046099,FNP-U08510,AD-016,CMP-004,2026-02-08 09:59:07,Mobile
IMP-133317,FNP-U04908,AD-017,CMP-005,2026-03-23 13:44:33,Desktop
IMP-079336,FNP-U00225,AD-015,CMP-004,2026-02-05 18:39:27,Mobile
IMP-181237,FNP-U09000,AD-002,CMP-001,2026-01-19 18:20:17,Mobile
IMP-049186,FNP-U01128,AD-009,CMP-003,2026-03-04 13:21:00,Mobile
IMP-165582,FNP-U03473,AD-008,CMP-002,2026-03-08 13:46:19,Mobile
IMP-115724,FNP-U01876,AD-005,CMP-002,2026-03-18 09:49:19,Mobile
IMP-146434,FNP-U07719,AD-007,CMP-002,2026-03-22 18:39:22,Mobile
IMP-042277,FNP-U03979,AD-002,CMP-001,2026-01-05 18:31:43,Mobile
IMP-033587,FNP-U09708,AD-018,CMP-005,2026-01-07 18:27:17,Mobile
IMP-163419,FNP-U02692,AD-014,CMP-004,2026-03-27 09:12:05,Mobile
IMP-110131,FNP-U08135,AD-009,CMP-003,2026-01-16 21:59:39,Desktop
IMP-150301,FNP-U07535,AD-003,CMP-001,2026-02-12 09:14:12,Tablet
IMP-175813,FNP-U09586,AD-015,CMP-004,2026-03-01 09:59:25,Mobile
IMP-002849,FNP-U04551,AD-011,CMP-003,2026-03-22 13:00:09,Mobile
IMP-053897,FNP-U09417,AD-003,CMP-001,2026-01-18 13:08:48,Mobile
IMP-193705,FNP-U09378,AD-012,CMP-003,2026-02-11 18:35:03,Mobile
IMP-180465,FNP-U08924,AD-018,CMP-005,2026-01-25 13:08:03,Mobile
IMP-008513,FNP-U08743,AD-001,CMP-001,2026-02-02 18:41:39,Mobile
IMP-138462,FNP-U05667,AD-003,CMP-001,2026-01-27 18:22:57,Desktop
IMP-068749,FNP-U04440,AD-010,CMP-003,2026-02-05 13:52:14,Mobile
IMP-075061,FNP-U03586,AD-003,CMP-001,2026-01-10 09:24:10,Mobile
IMP-197490,FNP-U00016,AD-008,CMP-002,2026-03-22 21:39:03,Mobile
IMP-063242,FNP-U03188,AD-010,CMP-003,2026-02-23 09:54:10,Mobile
IMP-041679,FNP-U05116,AD-017,CMP-005,2026-01-07 18:05:18,Desktop
IMP-199591,FNP-U02089,AD-014,CMP-004,2026-01-11 18:35:23,Mobile
IMP-088849,FNP-U07962,AD-021,CMP-006,2026-03-17 18:26:48,Desktop
IMP-095635,FNP-U02580,AD-005,CMP-002,2026-02-16 13:23:11,Mobile
IMP-080232,FNP-U09641,AD-013,CMP-004,2026-03-28 09:56:35,Mobile
IMP-075634,FNP-U05388,AD-002,CMP-001,2026-01-18 21:26:17,Mobile
IMP-055686,FNP-U04966,AD-017,CMP-005,2026-03-01 18:56:05,Mobile
IMP-130711,FNP-U07660,AD-010,CMP-003,2026-01-30 18:51:26,Desktop
IMP-031379,FNP-U00803,AD-006,CMP-002,2026-03-23 18:21:14,Mobile
IMP-190764,FNP-U04659,AD-016,CMP-004,2026-01-29 18:05:23,Desktop
IMP-162341,FNP-U00954,AD-001,CMP-001,2026-03-12 09:57:51,Mobile
IMP-032836,FNP-U09430,AD-001,CMP-001,2026-02-21 00:22:57,Desktop
IMP-048246,FNP-U04538,AD-017,CMP-005,2026-03-15 13:01:34,Desktop
IMP-069765,FNP-U01412,AD-021,CMP-006,2026-03-21 09:42:07,Desktop
IMP-133360,FNP-U08812,AD-011,CMP-003,2026-03-24 13:46:42,Mobile
IMP-177137,FNP-U02044,AD-009,CMP-003,2026-02-02 06:31:22,Mobile
IMP-131208,FNP-U00825,AD-017,CMP-005,2026-02-02 13:49:13,Mobile
IMP-181932,FNP-U08590,AD-018,CMP-005,2026-01-06 06:41:17,Desktop
IMP-056026,FNP-U01855,AD-001,CMP-001,2026-01-18 00:50:33,Mobile
IMP-031888,FNP-U08211,AD-001,CMP-001,2026-02-09 21:49:59,Mobile
IMP-075592,FNP-U09062,AD-013,CMP-004,2026-02-15 18:00:05,Mobile
IMP-035219,FNP-U02691,AD-010,CMP-003,2026-02-19 06:49:25,Mobile
IMP-008990,FNP-U09735,AD-006,CMP-002,2026-01-29 00:07:01,Mobile
IMP-175306,FNP-U04988,AD-010,CMP-003,2026-03-28 06:33:22,Mobile
IMP-035290,FNP-U06663,AD-017,CMP-005,2026-01-04 09:37:29,Mobile
IMP-106347,FNP-U09338,AD-004,CMP-001,2026-02-11 21:24:45,Tablet
IMP-017671,FNP-U09087,AD-007,CMP-002,2026-03-30 18:52:06,Mobile
IMP-139101,FNP-U06600,AD-006,CMP-002,2026-01-12 13:22:23,Mobile
IMP-064721,FNP-U07659,AD-019,CMP-005,2026-03-03 09:48:01,Desktop
IMP-094352,FNP-U01955,AD-007,CMP-002,2026-02-10 18:37:31,Mobile
IMP-194616,FNP-U07313,AD-001,CMP-001,2026-02-14 09:29:30,Mobile
IMP-144555,FNP-U02837,AD-007,CMP-002,2026-03-13 09:25:44,Mobile
IMP-188387,FNP-U00757,AD-018,CMP-005,2026-02-25 13:14:44,Mobile
IMP-083520,FNP-U08215,AD-005,CMP-002,2026-03-16 18:42:17,Mobile
IMP-068572,FNP-U06336,AD-012,CMP-003,2026-01-11 13:25:07,Mobile
IMP-190390,FNP-U04821,AD-003,CMP-001,2026-01-22 09:01:14,Desktop
IMP-068504,FNP-U03659,AD-002,CMP-001,2026-03-23 13:38:02,Mobile
IMP-087419,FNP-U06013,AD-019,CMP-005,2026-01-07 13:37:54,Mobile
IMP-171263,FNP-U06135,AD-004,CMP-001,2026-02-21 21:47:02,Mobile
IMP-003105,FNP-U06135,AD-021,CMP-006,2026-03-25 00:34:13,Mobile
IMP-104634,FNP-U02384,AD-010,CMP-003,2026-03-16 13:57:26,Mobile
IMP-155647,FNP-U04842,AD-005,CMP-002,2026-03-09 13:40:18,Desktop
IMP-184966,FNP-U05636,AD-004,CMP-001,2026-03-28 13:58:57,Mobile
IMP-034242,FNP-U06658,AD-007,CMP-002,2026-02-19 06:39:03,Mobile
IMP-188035,FNP-U05120,AD-003,CMP-001,2026-01-14 13:37:02,Mobile
IMP-088473,FNP-U04991,AD-019,CMP-005,2026-01-02 06:12:38,Mobile
IMP-187315,FNP-U09960,AD-021,CMP-006,2026-02-09 13:57:13,Desktop
IMP-076759,FNP-U05624,AD-001,CMP-001,2026-02-13 13:10:38,Mobile
IMP-084463,FNP-U02028,AD-009,CMP-003,2026-01-22 13:48:53,Mobile
IMP-041997,FNP-U01874,AD-006,CMP-002,2026-02-17 09:27:59,Mobile
IMP-057335,FNP-U00399,AD-001,CMP-001,2026-03-31 09:47:55,Mobile
IMP-178381,FNP-U02996,AD-005,CMP-002,2026-02-17 18:01:22,Mobile
IMP-143497,FNP-U07103,AD-017,CMP-005,2026-02-22 06:17:04,Mobile
IMP-005476,FNP-U06731,AD-009,CMP-003,2026-02-06 00:48:46,Mobile
IMP-020537,FNP-U08318,AD-015,CMP-004,2026-03-20 13:32:24,Mobile
IMP-033786,FNP-U03572,AD-017,CMP-005,2026-01-13 09:42:31,Desktop
IMP-095656,FNP-U09725,AD-010,CMP-003,2026-01-21 21:01:31,Mobile
IMP-112998,FNP-U06327,AD-004,CMP-001,2026-03-09 18:09:38,Mobile
IMP-156189,FNP-U04267,AD-015,CMP-004,2026-03-23 09:14:25,Mobile
IMP-128313,FNP-U01014,AD-018,CMP-005,2026-02-07 13:23:02,Mobile
IMP-056150,FNP-U04170,AD-004,CMP-001,2026-03-06 09:39:26,Tablet
IMP-053909,FNP-U00627,AD-009,CMP-003,2026-03-23 13:52:50,Mobile
IMP-083822,FNP-U08499,AD-018,CMP-005,2026-01-09 13:12:01,Mobile
IMP-056415,FNP-U09664,AD-007,CMP-002,2026-02-07 21:09:43,Desktop
IMP-176166,FNP-U09279,AD-004,CMP-001,2026-03-23 13:11:26,Desktop
IMP-109727,FNP-U06380,AD-002,CMP-001,2026-03-06 00:13:04,Mobile
IMP-077507,FNP-U06533,AD-004,CMP-001,2026-01-26 13:40:33,Desktop
IMP-109274,FNP-U08898,AD-005,CMP-002,2026-02-16 09:50:05,Mobile
